id,lat,lon,name,street_no,street_name,street_type,suburb,postcode,sport,type,field_surface,lga
MELBOU11032,-37.825312,144.965295,YMCA Docklands,100,Harbour,Esplanade,DOCKLANDS,3008,Fitness / Gymnasium Workouts,indoor,NA,MELBOURNE
MARIBY8447,-37.788284,144.889729,Action Indoor Sports,90,Gordon,Street,FOOTSCRAY,3011,Cricket,indoor,NA,MARIBYRNONG
MARIBY8447,-37.788284,144.889729,Action Indoor Sports,90,Gordon,Street,FOOTSCRAY,3011,Futsal,indoor,NA,MARIBYRNONG
MARIBY8447,-37.788284,144.889729,Action Indoor Sports,90,Gordon,Street,FOOTSCRAY,3011,Netball,indoor,NA,MARIBYRNONG
MARIBY8447,-37.788284,144.889729,Action Indoor Sports,90,Gordon,Street,FOOTSCRAY,3011,Volleyball,indoor,NA,MARIBYRNONG
MARIBY11467,-37.787921,144.889933,Flip 4 Fun,88,Gordon,Street,FOOTSCRAY,3011,Gymnastics,indoor,NA,MARIBYRNONG
MARIBY8457,-37.792242,144.902017,Footscray Park,NA,Maribyrnong,Boulevard,FOOTSCRAY,3011,Cricket,outdoor,Concrete Pitch,MARIBYRNONG
MARIBY8464,-37.79159,144.899676,Henry Turner South Reserve,NA,Farnsworth,Avenue,FOOTSCRAY,3011,Cricket,outdoor,Turf Pitch,MARIBYRNONG
MARIBY8464,-37.79159,144.899676,Henry Turner South Reserve,NA,Farnsworth,Avenue,FOOTSCRAY,3011,Rugby Union,outdoor,Grass,MARIBYRNONG
MARIBY8464,-37.79159,144.899676,Henry Turner South Reserve,NA,Farnsworth,Avenue,FOOTSCRAY,3011,Soccer,outdoor,Grass,MARIBYRNONG
MARIBY8464,-37.79159,144.899676,Henry Turner South Reserve,NA,Farnsworth,Avenue,FOOTSCRAY,3011,Tennis,outdoor,Plexipave,MARIBYRNONG
MARIBY8467,-37.794854,144.878587,Kevin Shorten Reserve,NA,Blandford,Street,FOOTSCRAY,3011,Cricket,outdoor,Turf Pitch,MARIBYRNONG
MARIBY8467,-37.794854,144.878587,Kevin Shorten Reserve,NA,Blandford,Street,FOOTSCRAY,3011,Football,outdoor,Grass,MARIBYRNONG
MARIBY8477,-37.789454,144.90011,Mervyn G Hughes Oval,NA,Farnsworth,Avenue,FOOTSCRAY,3011,Cricket,outdoor,Turf Pitch,MARIBYRNONG
MARIBY8477,-37.789454,144.90011,Mervyn G Hughes Oval,NA,Farnsworth,Avenue,FOOTSCRAY,3011,Football,outdoor,Grass,MARIBYRNONG
MARIBY8480,-37.795598,144.879866,RecWest Footscray,NA,Market,Street,FOOTSCRAY,3011,Basketball,outdoor,NA,MARIBYRNONG
MARIBY8480,-37.795598,144.879866,RecWest Footscray,NA,Market,Street,FOOTSCRAY,3011,Tennis,outdoor,NA,MARIBYRNONG
HOBSON12943,-37.822212,144.846135,Brooklyn Reserve,NA,Cypress,Avenue,BROOKLYN,3012,Tennis,outdoor,Hard Court,HOBSONS BAY
MARIBY8452,-37.787463,144.866889,Dobson Reserve,NA,Corner Churchill Ave and Montgomery,Street,MAIDSTONE,3012,Cricket,outdoor,Synthetic Pitch,MARIBYRNONG
MARIBY8452,-37.787463,144.866889,Dobson Reserve,NA,Corner Churchill Ave and Montgomery,Street,MAIDSTONE,3012,Football,outdoor,Grass,MARIBYRNONG
MARIBY8452,-37.787463,144.866889,Dobson Reserve,NA,Corner Churchill Ave and Montgomery,Street,MAIDSTONE,3012,Soccer,outdoor,Grass,MARIBYRNONG
HOBSON12953,-37.823127,144.842645,Duane Reserve,NA,Primula,Avenue,BROOKLYN,3012,Soccer,outdoor,Grass,HOBSONS BAY
MARIBY11523,-37.811785,144.861537,Footscray City Gym Club,10,Mitford,Parade,WEST FOOTSCRAY,3012,Gymnastics,indoor,NA,MARIBYRNONG
MARIBY8463,-37.803852,144.872795,Hansen Reserve,NA,Roberts,Street,WEST FOOTSCRAY,3012,Cricket,outdoor,Synthetic Pitch,MARIBYRNONG
MARIBY8463,-37.803852,144.872795,Hansen Reserve,NA,Roberts,Street,WEST FOOTSCRAY,3012,Cricket,outdoor,Turf Pitch,MARIBYRNONG
MARIBY8463,-37.803852,144.872795,Hansen Reserve,NA,Roberts,Street,WEST FOOTSCRAY,3012,Football,outdoor,Grass,MARIBYRNONG
MARIBY8463,-37.803852,144.872795,Hansen Reserve,NA,Roberts,Street,WEST FOOTSCRAY,3012,Soccer,outdoor,Grass,MARIBYRNONG
MARIBY8463,-37.803852,144.872795,Hansen Reserve,NA,Roberts,Street,WEST FOOTSCRAY,3012,Tennis,outdoor,Plexipave,MARIBYRNONG
MARIBY8466,-37.792328,144.875439,Johnson Reserve,NA,Oxford,Street,MAIDSTONE,3012,Soccer,outdoor,Grass,MARIBYRNONG
MARIBY8466,-37.792328,144.875439,Johnson Reserve,NA,Oxford,Street,MAIDSTONE,3012,Tennis,outdoor,Plexipave,MARIBYRNONG
MARIBY8476,-37.776838,144.869581,Medway Golf Club,57,Omar,Street,MAIDSTONE,3012,Golf,outdoor,18 Hole Course - Public,MARIBYRNONG
MARIBY8482,-37.787789,144.873512,Rogers Reserve,NA,Burns,Street,MAIDSTONE,3012,Basketball,outdoor,Asphalt,MARIBYRNONG
MARIBY8482,-37.787789,144.873512,Rogers Reserve,NA,Burns,Street,MAIDSTONE,3012,Netball,outdoor,Asphalt,MARIBYRNONG
MARIBY8484,-37.784121,144.877917,Scovell Reserve,NA,Scovell,Crescent,MAIDSTONE,3012,Cricket,outdoor,Turf Pitch,MARIBYRNONG
MARIBY8484,-37.784121,144.877917,Scovell Reserve,NA,Scovell,Crescent,MAIDSTONE,3012,Soccer,outdoor,Grass,MARIBYRNONG
MARIBY8488,-37.799971,144.886788,Whitten Oval,417,Barkly,Street,WEST FOOTSCRAY,3012,Badminton,indoor,NA,MARIBYRNONG
MARIBY8488,-37.799971,144.886788,Whitten Oval,417,Barkly,Street,WEST FOOTSCRAY,3012,Basketball,outdoor,NA,MARIBYRNONG
MARIBY8488,-37.799971,144.886788,Whitten Oval,417,Barkly,Street,WEST FOOTSCRAY,3012,Football,outdoor,Grass,MARIBYRNONG
MARIBY8488,-37.799971,144.886788,Whitten Oval,417,Barkly,Street,WEST FOOTSCRAY,3012,Futsal,indoor,NA,MARIBYRNONG
MARIBY8488,-37.799971,144.886788,Whitten Oval,417,Barkly,Street,WEST FOOTSCRAY,3012,Netball,outdoor,NA,MARIBYRNONG
MARIBY8488,-37.799971,144.886788,Whitten Oval,417,Barkly,Street,WEST FOOTSCRAY,3012,Volleyball,outdoor,NA,MARIBYRNONG
MARIBY8448,-37.817627,144.869826,Angliss Reserve,NA,Roberts,Street,YARRAVILLE,3013,Cricket,outdoor,Turf Pitch,MARIBYRNONG
MARIBY8448,-37.817627,144.869826,Angliss Reserve,NA,Roberts,Street,YARRAVILLE,3013,Lacrosse,outdoor,Grass,MARIBYRNONG
MARIBY8450,-37.818041,144.875845,Chruickshank Park,NA,Francis,Street,YARRAVILLE,3013,Tennis,outdoor,Plexipave,MARIBYRNONG
MARIBY8460,-37.821389,144.896175,Fusion Martial Arts & Fitness,275,Hyde,Street,YARRAVILLE,3013,Fitness / Gymnasium Workouts,indoor,NA,MARIBYRNONG
MARIBY8460,-37.821389,144.896175,Fusion Martial Arts & Fitness,275,Hyde,Street,YARRAVILLE,3013,Martial Arts,indoor,NA,MARIBYRNONG
MARIBY8462,-37.812247,144.899087,Hanmer Reserve,NA,Harris,Street,YARRAVILLE,3013,Cricket,outdoor,Turf Pitch,MARIBYRNONG
MARIBY8462,-37.812247,144.899087,Hanmer Reserve,NA,Harris,Street,YARRAVILLE,3013,Football,outdoor,Grass,MARIBYRNONG
MARIBY8475,-37.821367,144.86942,McIvor Reserve,NA,Benbow,Street,YARRAVILLE,3013,Baseball,outdoor,Grass,MARIBYRNONG
MARIBY8475,-37.821367,144.86942,McIvor Reserve,NA,Benbow,Street,YARRAVILLE,3013,Cricket,outdoor,Synthetic Pitch,MARIBYRNONG
MARIBY8475,-37.821367,144.86942,McIvor Reserve,NA,Benbow,Street,YARRAVILLE,3013,Football,outdoor,Grass,MARIBYRNONG
MARIBY8475,-37.821367,144.86942,McIvor Reserve,NA,Benbow,Street,YARRAVILLE,3013,Hockey,outdoor,Artificial Turf,MARIBYRNONG
MARIBY8475,-37.821367,144.86942,McIvor Reserve,NA,Benbow,Street,YARRAVILLE,3013,Lawn Bowls,outdoor,Grass,MARIBYRNONG
MARIBY8475,-37.821367,144.86942,McIvor Reserve,NA,Benbow,Street,YARRAVILLE,3013,Soccer,outdoor,Grass,MARIBYRNONG
MARIBY8489,-37.818119,144.876655,Yarraville BXM,NA,Day,Street,YARRAVILLE,3013,BMX,outdoor,Grass,MARIBYRNONG
MARIBY8490,-37.8149,144.884146,Yarraville Oval,NA,Powell,Street,YARRAVILLE,3013,Cricket,outdoor,Turf Pitch,MARIBYRNONG
MARIBY8490,-37.8149,144.884146,Yarraville Oval,NA,Powell,Street,YARRAVILLE,3013,Football,outdoor,Grass,MARIBYRNONG
MARIBY8490,-37.8149,144.884146,Yarraville Oval,NA,Powell,Street,YARRAVILLE,3013,Tennis,outdoor,Plexipave,MARIBYRNONG
HOBSON12938,-37.846977,144.888263,Armstrong Reserve,79,Wilkins,Street,NEWPORT,3015,Basketball,outdoor,Asphalt,HOBSONS BAY
HOBSON12938,-37.846977,144.888263,Armstrong Reserve,79,Wilkins,Street,NEWPORT,3015,Netball,outdoor,Asphalt,HOBSONS BAY
HOBSON12951,-37.839526,144.890147,Digman Reserve,395,Hobson,Street,NEWPORT,3015,Cricket,outdoor,Synthetic Pitch,HOBSONS BAY
HOBSON12951,-37.839526,144.890147,Digman Reserve,395,Hobson,Street,NEWPORT,3015,Cricket,outdoor,Turf Pitch,HOBSONS BAY
HOBSON12952,-37.826626,144.883924,Donald McLean Reserve,NA,The,Avenue,SPOTSWOOD,3015,Cricket,outdoor,Turf Pitch,HOBSONS BAY
HOBSON12952,-37.826626,144.883924,Donald McLean Reserve,NA,The,Avenue,SPOTSWOOD,3015,Football,outdoor,Grass,HOBSONS BAY
HOBSON12952,-37.826626,144.883924,Donald McLean Reserve,NA,The,Avenue,SPOTSWOOD,3015,Tennis,outdoor,Concrete,HOBSONS BAY
HOBSON12954,-37.82761,144.870236,Edwards Reserve,NA,Brunel,Street,SOUTH KINGSVILLE,3015,Cricket,outdoor,Synthetic Pitch,HOBSONS BAY
HOBSON12954,-37.82761,144.870236,Edwards Reserve,NA,Brunel,Street,SOUTH KINGSVILLE,3015,Soccer,outdoor,Grass,HOBSONS BAY
HOBSON12970,-37.844784,144.895244,Lifestyle Williamstown (Newport Park Leisure Centre),NA,North,Road,NEWPORT,3015,Basketball,indoor,Wooden Gymnasium,HOBSONS BAY
HOBSON12971,-37.842771,144.867872,Loft Reserve,169A,Mason,Street,NEWPORT,3015,Cricket,outdoor,Turf Pitch,HOBSONS BAY
HOBSON12971,-37.842771,144.867872,Loft Reserve,169A,Mason,Street,NEWPORT,3015,Cricket,outdoor,Synthetic Pitch,HOBSONS BAY
HOBSON12974,-37.845216,144.880714,Newport Football Ground,NA,Market,Street,NEWPORT,3015,Cricket,outdoor,Turf Pitch,HOBSONS BAY
HOBSON12974,-37.845216,144.880714,Newport Football Ground,NA,Market,Street,NEWPORT,3015,Football,outdoor,Grass,HOBSONS BAY
HOBSON12974,-37.845216,144.880714,Newport Football Ground,NA,Market,Street,NEWPORT,3015,Netball,outdoor,Hard Court,HOBSONS BAY
HOBSON12975,-37.845292,144.895175,Newport Park Reserve,NA,Douglas,Parade,NEWPORT,3015,Athletics,outdoor,Synthetic Running Track,HOBSONS BAY
HOBSON12975,-37.845292,144.895175,Newport Park Reserve,NA,Douglas,Parade,NEWPORT,3015,Baseball,outdoor,NA,HOBSONS BAY
HOBSON12975,-37.845292,144.895175,Newport Park Reserve,NA,Douglas,Parade,NEWPORT,3015,BMX,outdoor,Concrete,HOBSONS BAY
HOBSON12975,-37.845292,144.895175,Newport Park Reserve,NA,Douglas,Parade,NEWPORT,3015,Cricket,outdoor,Turf Pitch,HOBSONS BAY
HOBSON12975,-37.845292,144.895175,Newport Park Reserve,NA,Douglas,Parade,NEWPORT,3015,Lacrosse,outdoor,Grass,HOBSONS BAY
HOBSON12975,-37.845292,144.895175,Newport Park Reserve,NA,Douglas,Parade,NEWPORT,3015,Skating,outdoor,Concrete,HOBSONS BAY
HOBSON12982,-37.827653,144.880006,Spotswood/Kingsville RSL Bowling Club,16,Mary,Street,SPOTSWOOD,3015,Netball,outdoor,Asphalt,HOBSONS BAY
HOBSON12985,-37.826635,144.885518,Westgate Golf Course,NA,Creek,Street,SPOTSWOOD,3015,Golf,outdoor,9 Hole Course - Public,HOBSONS BAY
HOBSON12946,-37.862071,144.903398,Commonwealth Reserve,132-140,Nelson,Place,WILLIAMSTOWN,3016,Tennis,outdoor,Hard Court,HOBSONS BAY
HOBSON12950,-37.859134,144.895023,Dennis Reserve,NA,Melbourne,Road,WILLIAMSTOWN,3016,Tennis,outdoor,Artificial Turf,HOBSONS BAY
HOBSON12956,-37.867227,144.895021,Fearon Reserve,NA,NA,Esplanade,WILLIAMSTOWN,3016,Cricket,outdoor,Turf Pitch,HOBSONS BAY
HOBSON12956,-37.867227,144.895021,Fearon Reserve,NA,NA,Esplanade,WILLIAMSTOWN,3016,Football,outdoor,Grass,HOBSONS BAY
HOBSON12956,-37.867227,144.895021,Fearon Reserve,NA,NA,Esplanade,WILLIAMSTOWN,3016,Lacrosse,outdoor,Grass,HOBSONS BAY
HOBSON12959,-37.846978,144.895834,Greenwich Reserve,100,The,Strand,WILLIAMSTOWN,3016,Baseball,outdoor,Grass,HOBSONS BAY
HOBSON12959,-37.846978,144.895834,Greenwich Reserve,100,The,Strand,WILLIAMSTOWN,3016,Cricket,outdoor,Turf Pitch,HOBSONS BAY
HOBSON12959,-37.846978,144.895834,Greenwich Reserve,100,The,Strand,WILLIAMSTOWN,3016,Lacrosse,outdoor,Grass,HOBSONS BAY
HOBSON12961,-37.869716,144.895913,Hatt Reserve,31,The,Esplanade,WILLIAMSTOWN,3016,Cricket,outdoor,Synthetic Pitch,HOBSONS BAY
HOBSON12964,-37.856187,144.863994,J.T Gray Reserve,NA,Kororoit,Road,WILLIAMSTOWN,3016,Cricket,outdoor,Synthetic Pitch,HOBSONS BAY
HOBSON12964,-37.856187,144.863994,J.T Gray Reserve,NA,Kororoit,Road,WILLIAMSTOWN,3016,Soccer,outdoor,Grass,HOBSONS BAY
HOBSON12965,-37.850398,144.88779,Jackson Reserve,132,Power,Street,WILLIAMSTOWN,3016,Tennis,outdoor,Artificial Turf,HOBSONS BAY
HOBSON12966,-37.853926,144.877322,K.C White Reserve,120,Park,Crescent,WILLIAMSTOWN NORTH,3016,Baseball,outdoor,NA,HOBSONS BAY
HOBSON11524,-37.850069,144.875652,Lifestyle for Kids,193,Champion,Road,WILLIAMSTOWN,3016,Gymnastics,indoor,NA,HOBSONS BAY
HOBSON12977,-37.859291,144.898802,Peyote Gym Williamstown,1/65,Ferguson,Street,WILLIAMSTOWN,3016,Fitness / Gymnasium Workouts,indoor,NA,HOBSONS BAY
HOBSON12992,-37.852002,144.875114,Quarry Reserve,131,Park,Crescent,WILLIAMSTOWN NORTH,3016,Equestrian,outdoor,NA,HOBSONS BAY
HOBSON12978,-37.864726,144.901169,Robertson Reserve,NA,Cole,Street,WILLIAMSTOWN,3016,Cricket,outdoor,Synthetic Pitch,HOBSONS BAY
HOBSON12990,-37.871338,144.903588,Williamstown Cricket Ground,NA,Morris,Street,WILLIAMSTOWN,3016,Cricket,outdoor,Turf Pitch,HOBSONS BAY
HOBSON12990,-37.871338,144.903588,Williamstown Cricket Ground,NA,Morris,Street,WILLIAMSTOWN,3016,Football,outdoor,Grass,HOBSONS BAY
HOBSON12990,-37.871338,144.903588,Williamstown Cricket Ground,NA,Morris,Street,WILLIAMSTOWN,3016,Tennis,outdoor,Hard Court,HOBSONS BAY
HOBSON12991,-37.859695,144.88969,Williamstown Croquet Club,104,Victoria,Street,WILLIAMSTOWN,3016,Croquet,outdoor,Grass,HOBSONS BAY
HOBSON11251,-37.867476,144.889063,Williamstown Life Saving Club,NA,The,Esplanade,WILLIAMSTOWN,3016,Surf Life Saving,outdoor,NA,HOBSONS BAY
HOBSON12926,-37.86079,144.8136,A.H Ford Reserve,NA,Belmar,Avenue,ALTONA,3018,Cricket,outdoor,Synthetic Pitch,HOBSONS BAY
HOBSON12926,-37.86079,144.8136,A.H Ford Reserve,NA,Belmar,Avenue,ALTONA,3018,Playground,outdoor,,HOBSONS BAY
HOBSON11239,-37.870694,144.830903,Altona Life Saving Club,127,Esplanade,Street,ALTONA,3018,Surf Life Saving,outdoor,NA,HOBSONS BAY
HOBSON12955,-37.855348,144.817878,F Rush Reserve,NA,Brooke,Drive,ALTONA,3018,Cricket,outdoor,Synthetic Pitch,HOBSONS BAY
HOBSON12958,-37.859713,144.82616,G.K Nevitt Athletics Facility,NA,Sugargum,Drive,ALTONA,3018,Athletics,outdoor,Grass Running Track,HOBSONS BAY
HOBSON12960,-37.862034,144.842384,H.C Kims Reserve,NA,Millers,Road,SEAHOLME,3018,Soccer,outdoor,Grass,HOBSONS BAY
HOBSON12963,-37.862122,144.826574,J.K Grant Reserve,NA,Bluegum,Drive,ALTONA,3018,Cricket,outdoor,Turf Pitch,HOBSONS BAY
HOBSON12963,-37.862122,144.826574,J.K Grant Reserve,NA,Bluegum,Drive,ALTONA,3018,Cricket,outdoor,Synthetic Pitch,HOBSONS BAY
HOBSON12963,-37.862122,144.826574,J.K Grant Reserve,NA,Bluegum,Drive,ALTONA,3018,Football,outdoor,Grass,HOBSONS BAY
HOBSON12963,-37.862122,144.826574,J.K Grant Reserve,NA,Bluegum,Drive,ALTONA,3018,Hockey,outdoor,Artificial Turf,HOBSONS BAY
HOBSON12963,-37.862122,144.826574,J.K Grant Reserve,NA,Bluegum,Drive,ALTONA,3018,Tennis,outdoor,Clay,HOBSONS BAY
HOBSON12963,-37.862122,144.826574,J.K Grant Reserve,NA,Bluegum,Drive,ALTONA,3018,Tennis,outdoor,Plexipave,HOBSONS BAY
HOBSON12976,-37.842008,144.857751,Paisley Park Soccer Complex,NA,Mason,Street,ALTONA,3018,Lacrosse,outdoor,Grass,HOBSONS BAY
HOBSON12976,-37.842008,144.857751,Paisley Park Soccer Complex,NA,Mason,Street,ALTONA,3018,Soccer,outdoor,Grass,HOBSONS BAY
HOBSON12983,-37.86073,144.780041,State Baseball Softball Centre (Melbourne Ballpark),NA,Merton,Street,ALTONA,3018,Softball,outdoor,NA,HOBSONS BAY
HOBSON12984,-37.8655,144.831,Sweeney's Swim & Fitness Centre,116,Pier,Street,ALTONA,3018,Fitness / Gymnasium Workouts,indoor,NA,HOBSONS BAY
HOBSON12984,-37.8655,144.831,Sweeney's Swim & Fitness Centre,116,Pier,Street,ALTONA,3018,Swimming,indoor,NA,HOBSONS BAY
MARIBY8468,-37.784164,144.849597,Kinder Smith Reserve,NA,Lily,Street,BRAYBROOK,3019,Cricket,outdoor,Turf Pitch,MARIBYRNONG
MARIBY8468,-37.784164,144.849597,Kinder Smith Reserve,NA,Lily,Street,BRAYBROOK,3019,Football,outdoor,Grass,MARIBYRNONG
MARIBY8469,-37.780036,144.862613,Legacy Taekwon-Do,3,Evans,Street,BRAYBROOK,3019,Martial Arts,indoor,NA,MARIBYRNONG
MARIBY8478,-37.776336,144.85114,Pennell Reserve,NA,Burke,Street,BRAYBROOK,3019,Archery,outdoor,NA,MARIBYRNONG
MARIBY8478,-37.776336,144.85114,Pennell Reserve,NA,Burke,Street,BRAYBROOK,3019,Cricket,outdoor,Turf Pitch,MARIBYRNONG
MARIBY8478,-37.776336,144.85114,Pennell Reserve,NA,Burke,Street,BRAYBROOK,3019,Football,outdoor,Grass,MARIBYRNONG
MARIBY8479,-37.78359,144.848733,RecWest Braybrook,NA,Lily,Street,BRAYBROOK,3019,Basketball,outdoor,NA,MARIBYRNONG
MARIBY8479,-37.78359,144.848733,RecWest Braybrook,NA,Lily,Street,BRAYBROOK,3019,Futsal,indoor,NA,MARIBYRNONG
MARIBY8479,-37.78359,144.848733,RecWest Braybrook,NA,Lily,Street,BRAYBROOK,3019,Netball,indoor,NA,MARIBYRNONG
MARIBY8485,-37.787315,144.855322,Skinner Reserve,NA,Churchill,Avenue,BRAYBROOK,3019,Basketball,outdoor,Synthetic,MARIBYRNONG
MARIBY8485,-37.787315,144.855322,Skinner Reserve,NA,Churchill,Avenue,BRAYBROOK,3019,Cricket,outdoor,Turf Pitch,MARIBYRNONG
MARIBY8485,-37.787315,144.855322,Skinner Reserve,NA,Churchill,Avenue,BRAYBROOK,3019,Netball,outdoor,Synthetic,MARIBYRNONG
MARIBY8485,-37.787315,144.855322,Skinner Reserve,NA,Churchill,Avenue,BRAYBROOK,3019,Soccer,outdoor,Grass,MARIBYRNONG
MARIBY8485,-37.787315,144.855322,Skinner Reserve,NA,Churchill,Avenue,BRAYBROOK,3019,Tennis,outdoor,Plexipave,MARIBYRNONG
BRIMBA8324,-37.7868,144.800896,Ainsworth Reserve,25,Vernon,Cresent,SUNSHINE,3020,Cricket,outdoor,NA,BRIMBANK
BRIMBA8324,-37.7868,144.800896,Ainsworth Reserve,25,Vernon,Cresent,SUNSHINE,3020,Football,outdoor,Grass,BRIMBANK
BRIMBA8324,-37.7868,144.800896,Ainsworth Reserve,26,Vernon,Cresent,SUNSHINE,3020,Playground,outdoor,,BRIMBANK
BRIMBA8324,-37.7868,144.800896,Ainsworth Reserve,25,Vernon,Cresent,SUNSHINE,3020,Soccer,outdoor,NA,BRIMBANK
BRIMBA8325,-37.777859,144.82614,AMF Bowling,505,Ballarat,Road,SUNSHINE,3020,Ten Pin Bowling,indoor,NA,BRIMBANK
BRIMBA8327,-37.797168,144.823844,Arthur Beachley Reserve,NA,Ardoyne,Street,SUNSHINE,3020,Cricket,outdoor,NA,BRIMBANK
BRIMBA8327,-37.797168,144.823844,Arthur Beachley Reserve,NA,Ardoyne,Street,SUNSHINE,3020,Playground,outdoor,,BRIMBANK
BRIMBA8327,-37.797168,144.823844,Arthur Beachley Reserve,NA,Ardoyne,Street,SUNSHINE,3020,Soccer,outdoor,Grass,BRIMBANK
BRIMBA8329,-37.781009,144.825909,Barclay Reserve,2,Talmage,Street,ALBION,3020,Baseball,outdoor,NA,BRIMBANK
BRIMBA8336,-37.770928,144.810941,Carrington Reserve,NA,Carrington,Drive,ALBION,3020,BMX,outdoor,NA,BRIMBANK
BRIMBA8338,-37.785266,144.828573,Chaplin Reserve,112-116,Anderson,Road,SUNSHINE,3020,Soccer,outdoor,Grass,BRIMBANK
BRIMBA8346,-37.775225,144.837725,Dempster Park,NA,Phoenix,Street,SUNSHINE,3020,Cricket,outdoor,NA,BRIMBANK
BRIMBA8346,-37.775225,144.837725,Dempster Park,NA,Phoenix,Street,SUNSHINE,3020,Football,outdoor,Grass,BRIMBANK
BRIMBA8346,-37.775225,144.837725,Dempster Park,NA,Phoenix,Street,SUNSHINE,3020,Tennis,outdoor,Artificial Turf,BRIMBANK
BRIMBA8354,-37.790274,144.816638,Glengala Community Centre,NA,Glengala,Road,SUNSHINE,3020,Dancing,indoor,NA,BRIMBANK
BRIMBA8361,-37.79601,144.836154,JR Parsons Reserve,NA,Stanford,Street,SUNSHINE,3020,Athletics,outdoor,NA,BRIMBANK
BRIMBA8361,-37.79601,144.836154,JR Parsons Reserve,NA,Stanford,Street,SUNSHINE,3020,Cricket,outdoor,NA,BRIMBANK
BRIMBA8361,-37.79601,144.836154,JR Parsons Reserve,NA,Stanford,Street,SUNSHINE,3020,Football,outdoor,Grass,BRIMBANK
BRIMBA8361,-37.79601,144.836154,JR Parsons Reserve,NA,Stanford,Street,SUNSHINE,3020,Tennis,outdoor,NA,BRIMBANK
BRIMBA8373,-37.786648,144.837631,Kevin Wheelan Gardens,NA,Dickson,Street,SUNSHINE,3020,Lawn Bowls,outdoor,Grass,BRIMBANK
BRIMBA8379,-37.783767,144.843339,Max Bowman Gymnasium,10,Dorothy,Avenue,SUNSHINE,3020,Boxing,indoor,NA,BRIMBANK
BRIMBA8383,-37.785182,144.842179,Our Lady's Tennis Club,NA,Devonshire,Road,SUNSHINE,3020,Tennis,outdoor,NA,BRIMBANK
BRIMBA8387,-37.770817,144.80674,Polish Sports and Recreation Centre,19,Carrington,Drive,ALBION,3020,Soccer,outdoor,Grass,BRIMBANK
BRIMBA8388,-37.792507,144.799159,Ralph Reserve,NA,Ralph,Street,SUNSHINE,3020,Soccer,outdoor,Grass,BRIMBANK
BRIMBA8390,-37.787273,144.833454,Samurai Karate Sunshine,54A,Station,Place,SUNSHINE,3020,Fitness / Gymnasium Workouts,indoor,NA,BRIMBANK
BRIMBA8390,-37.787273,144.833454,Samurai Karate Sunshine,54A,Station,Place,SUNSHINE,3020,Martial Arts,indoor,NA,BRIMBANK
BRIMBA8392,-37.781765,144.814164,Selwyn Park,NA,Selwyn,Street,ALBION,3020,Cricket,outdoor,NA,BRIMBANK
BRIMBA8392,-37.781765,144.814164,Selwyn Park,NA,Selwyn,Street,ALBION,3020,Football,outdoor,Grass,BRIMBANK
BRIMBA8392,-37.781765,144.814164,Selwyn Park,NA,Selwyn,Street,ALBION,3020,Tennis,outdoor,Clay,BRIMBANK
BRIMBA8392,-37.781765,144.814164,Selwyn Park,NA,Selwyn,Street,ALBION,3020,Tennis,outdoor,Grass,BRIMBANK
BRIMBA8400,-37.773235,144.829672,Sunshine Roller Skating Centre,38,McIntyre,Road,SUNSHINE,3020,Roller Sports,indoor,NA,BRIMBANK
BRIMBA8401,-37.784577,144.835023,Sunshine Swim & Leisure Centre,5,Kennedy,Street,SUNSHINE,3020,Fitness / Gymnasium Workouts,indoor,NA,BRIMBANK
BRIMBA8401,-37.784577,144.835023,Sunshine Swim & Leisure Centre,5,Kennedy,Street,SUNSHINE,3020,Swimming,outdoor,"25m Pool - Outdoor, Recreation / Play Water Space, Toddlers Pool",BRIMBANK
BRIMBA8403,-37.799758,144.811911,Tallintyre Reserve,NA,Kermeen,Street,SUNSHINE,3020,Football,outdoor,Grass,BRIMBANK
BRIMBA8404,-37.703161,144.80096,The Lakes Health & Fitness Centre,555,Sunshine,Avenue,SUNSHINE,3020,Fitness / Gymnasium Workouts,indoor,NA,BRIMBANK
BRIMBA8404,-37.703161,144.80096,The Lakes Health & Fitness Centre,555,Sunshine,Avenue,SUNSHINE,3020,Swimming,pool,"Childrens Learning Pool, Spa/Sauna",BRIMBANK
BRIMBA8407,-37.798696,144.812193,West Sunshine Community Centre,25,Kermeen,Street,SUNSHINE,3020,Basketball,outdoor,NA,BRIMBANK
BRIMBA8407,-37.798696,144.812193,West Sunshine Community Centre,25,Kermeen,Street,SUNSHINE,3020,Soccer,outdoor,NA,BRIMBANK
BRIMBA8407,-37.798696,144.812193,West Sunshine Community Centre,25,Kermeen,Street,SUNSHINE,3020,Tennis,indoor,NA,BRIMBANK
BRIMBA8407,-37.798696,144.812193,West Sunshine Community Centre,25,Kermeen,Street,SUNSHINE,3020,Volleyball,indoor,NA,BRIMBANK
BRIMBA8339,-37.733267,144.814423,Churchill Reserve,NA,Fox,Street,ST ALBANS,3021,Soccer,outdoor,Grass,BRIMBANK
BRIMBA8347,-37.745439,144.774144,Diamond Reserve,NA,Diamond,Avenue,ALBANVALE,3021,Cricket,outdoor,Synthetic Pitch,BRIMBANK
BRIMBA8348,-37.745542,144.803277,Errington Reserve,NA,Percy,Street,ST ALBANS,3021,Cricket,outdoor,NA,BRIMBANK
BRIMBA8348,-37.745542,144.803277,Errington Reserve,NA,Percy,Street,ST ALBANS,3021,Football,outdoor,Grass,BRIMBANK
