id,lat,lon,name,street_no,street_name,street_type,suburb,postcode,sport,type,field_surface,lga
YARRAC10997,-37.78753,144.982377,Fitzroy Tennis Courts and Clubhouse,NA,Brunswick,Street,FITZROY,3065,Tennis,outdoor,Clay,YARRA
YARRAC11001,-37.79807,144.975969,Hunts Squash & Fitness Centre,41,Johnston,Street,FITZROY,3065,Squash / Racquetball,indoor,NA,YARRA
YARRAC11049,-37.807708,144.981554,Inner City Systema,310,Gore,Street,FITZROY,3065,Martial Arts,indoor,NA,YARRA
YARRAC10995,-37.78753,144.982377,W T Peterson Oval & Edinburgh Gardens Change Rooms,NA,Brunswick,Street,FITZROY,3065,Cricket,outdoor,Synthetic Pitch,YARRA
YARRAC10995,-37.78753,144.982377,W T Peterson Oval & Edinburgh Gardens Change Rooms,NA,Brunswick,Street,FITZROY,3065,Football,outdoor,Grass,YARRA
YARRAC10981,-37.80287,144.992863,Collingwood Housing Estate Gymnasium,NA,Hoddle,Street,COLLINGWOOD,3066,Fitness / Gymnasium Workouts,indoor,NA,YARRA
YARRAC10967,-37.783779,145.029131,Alphington Park,NA,Parkview,Road,ALPHINGTON,3067,Cricket,outdoor,Synthetic Pitch,YARRA
YARRAC10967,-37.783779,145.029131,Alphington Park,NA,Parkview,Road,ALPHINGTON,3067,Football,outdoor,Grass,YARRA
YARRAC10968,-37.783779,145.029131,Alphington Park,NA,Parkview,Road,ALPHINGTON,3067,Lawn Bowls,outdoor,Grass,YARRA
YARRAC10967,-37.783779,145.029131,Alphington Park,NA,Parkview,Road,ALPHINGTON,3067,Soccer,outdoor,Grass,YARRA
YARRAC10964,-37.795643,145.007718,Corben Oval,NA,Yarra Bend,Road,ABBOTSFORD,3067,Cricket,outdoor,Turf Pitch,YARRA
YARRAC10963,-37.795643,145.007718,Sir Herbert Olney Oval,NA,Yarra Bend,Road,ABBOTSFORD,3067,Cricket,outdoor,Turf Pitch,YARRA
YARRAC10962,-37.79858,144.996607,Victoria Park,NA,Turner,Street,ABBOTSFORD,3067,Football,outdoor,Grass,YARRA
YARRAC11033,-37.805707,144.992342,Wing Chun Kung Fu Jee Shin,96,Hoddle,Street,ABBOTSFORD,3067,Martial Arts,indoor,NA,YARRA
YARRAC10965,-37.795643,145.007718,WT Long Oval,NA,Yarra Bend,Road,ABBOTSFORD,3067,Cricket,outdoor,Turf Pitch,YARRA
YARRAC10966,-37.795643,145.007718,Yarra Bend Golf Course,NA,Yarra Bend,Road,ABBOTSFORD,3067,Golf,outdoor,18 Hole Course - Public,YARRA
YARRAC10979,-37.787996,144.994351,Collingwood Leisure Centre,NA,Turnbull,Street,CLIFTON HILL,3068,Fitness / Gymnasium Workouts,indoor,NA,YARRA
YARRAC10979,-37.787996,144.994351,Collingwood Leisure Centre,NA,Turnbull,Street,CLIFTON HILL,3068,Swimming,indoor,"25m Pool - Indoor, Childrens Learning Pool, Toddlers Pool",YARRA
YARRAC10976,-37.786385,144.996729,Coulson Reserve and Pavilion Soccer Pitch and Pavilion,NA,Queens,Parade,CLIFTON HILL,3068,Soccer,outdoor,Grass,YARRA
YARRAC10993,-37.78753,144.982377,Edinburgh Gardens,NA,Alfred,Cresent,FITZROY NORTH,3068,Basketball,outdoor,,YARRA
YARRAC10993,-37.78753,144.982377,Edinburgh Gardens,NA,Alfred,Cresent,FITZROY NORTH,3068,Cricket,outdoor,Synthetic Pitch,YARRA
YARRAC10993,-37.78753,144.982377,Edinburgh Gardens,NA,Alfred,Cresent,FITZROY NORTH,3068,Football,outdoor,Grass,YARRA
YARRAC10993,-37.78753,144.982377,Edinburgh Gardens,NA,Alfred,Cresent,FITZROY NORTH,3068,Lawn Bowls,outdoor,,YARRA
YARRAC10993,-37.78753,144.982377,Edinburgh Gardens,NA,Alfred,Cresent,FITZROY NORTH,3068,Playground,outdoor,,YARRA
YARRAC10993,-37.78753,144.982377,Edinburgh Gardens,NA,Alfred,Cresent,FITZROY NORTH,3068,Skating,outdoor,,YARRA
YARRAC10993,-37.78753,144.982377,Edinburgh Gardens,NA,Alfred,Cresent,FITZROY NORTH,3068,Tennis,outdoor,,YARRA
YARRAC11005,-37.786615,144.983024,Edinburgh Gardens Skate Bowl,NA,St Georges,Road,FITZROY NORTH,3068,Skating,outdoor,NA,YARRA
YARRAC10978,-37.784205,145.002319,George Knott Athletics Track and Ray Coverdale Pavilion,NA,Heidelberg,Road,CLIFTON HILL,3068,Athletics,outdoor,Synthetic Running Track,YARRA
YARRAC10978,-37.784205,145.002319,George Knott Athletics Track and Ray Coverdale Pavilion,NA,Heidelberg,Road,CLIFTON HILL,3068,Martial Arts,indoor,NA,YARRA
YARRAC10978,-37.784205,145.002319,George Knott Athletics Track and Ray Coverdale Pavilion,NA,Heidelberg,Road,CLIFTON HILL,3068,Soccer,outdoor,Grass,YARRA
YARRAC10977,-37.787996,144.994351,Mayor・s Park Tennis Courts and Clubhouse,NA,Hoddle,Street,CLIFTON HILL,3068,Netball,outdoor,Synthetic,YARRA
YARRAC10977,-37.787996,144.994351,Mayor・s Park Tennis Courts and Clubhouse,NA,Hoddle,Street,CLIFTON HILL,3068,Tennis,outdoor,Artificial Turf,YARRA
DAREBI11796,-37.76716,145.002751,All Nations Park,NA,Dennis,Street,NORTHCOTE,3070,Basketball,outdoor,,DAREBIN
DAREBI11796,-37.76716,145.002751,All Nations Park,NA,Dennis,Street,NORTHCOTE,3070,BMX,outdoor,NA,DAREBIN
DAREBI11796,-37.76716,145.002751,All Nations Park,NA,Dennis,Street,NORTHCOTE,3070,Playground,outdoor,,DAREBIN
DAREBI11796,-37.76716,145.002751,All Nations Park,NA,Dennis,Street,NORTHCOTE,3070,Skating,outdoor,NA,DAREBIN
DAREBI11796,-37.76716,145.002751,All Nations Park,NA,Dennis,Street,NORTHCOTE,3070,Tennis,outdoor,,DAREBIN
DAREBI11502,-37.76514,144.985044,Kaygees Gym Club,177,Beavers,Road,NORTHCOTE,3070,Gymnastics,indoor,NA,DAREBIN
DAREBI11833,-37.769459,145.015537,McDonnell Park,NA,Clifton,Street,NORTHCOTE,3070,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11833,-37.769459,145.015537,McDonnell Park,NA,Clifton,Street,NORTHCOTE,3070,Football,outdoor,Grass,DAREBIN
DAREBI11833,-37.769459,145.015537,McDonnell Park,NA,Clifton,Street,NORTHCOTE,3070,Tennis,outdoor,NA,DAREBIN
DAREBI11834,-37.772682,144.989516,Merri Park Baseball,NA,St Georges,Road,NORTHCOTE,3070,Baseball,outdoor,NA,DAREBIN
DAREBI11834,-37.772682,144.989516,Merri Park Baseball,NA,St Georges,Road,NORTHCOTE,3070,Softball,outdoor,NA,DAREBIN
DAREBI11835,-37.769021,145.012581,Northcote Aquatic & Recreation Centre,180,Victoria,Road,NORTHCOTE,3070,Aerobics,indoor,NA,DAREBIN
DAREBI11835,-37.769021,145.012581,Northcote Aquatic & Recreation Centre,180,Victoria,Road,NORTHCOTE,3070,Fitness / Gymnasium Workouts,indoor,NA,DAREBIN
DAREBI11835,-37.769021,145.012581,Northcote Aquatic & Recreation Centre,180,Victoria,Road,NORTHCOTE,3070,Swimming,indoor,25m Pool - Indoor,DAREBIN
DAREBI11835,-37.769021,145.012581,Northcote Aquatic & Recreation Centre,180,Victoria,Road,NORTHCOTE,3070,Swimming,outdoor,"50m Pool - Outdoor, Childrens Learning Pool, Spa/Sauna, Toddlers Pool",DAREBIN
DAREBI11835,-37.769021,145.012581,Northcote Aquatic & Recreation Centre,180,Victoria,Road,NORTHCOTE,3070,Tennis,outdoor,Artificial Turf,DAREBIN
DAREBI11844,-37.773851,144.996374,St Josephs Tennis Courts,NA,Westbourne,Grove,NORTHCOTE,3070,Tennis,outdoor,NA,DAREBIN
DAREBI11503,-37.772532,145.000563,Twisters Gymnastic Club (Santa Maria College),50,Shepparton,Street,NORTHCOTE,3070,Gymnastics,indoor,NA,DAREBIN
DAREBI11820,-37.757127,145.017878,Hayes Park,NA,Flinders,Street,THORNBURY,3071,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11820,-37.757127,145.017878,Hayes Park,NA,Flinders,Street,THORNBURY,3071,Soccer,outdoor,Grass,DAREBIN
DAREBI11824,-37.763128,145.024003,John Cain Memorial Park,NA,Darebin,Road,THORNBURY,3071,Lawn Bowls,outdoor,NA,DAREBIN
DAREBI11824,-37.763128,145.024003,John Cain Memorial Park,NA,Darebin,Road,THORNBURY,3071,Soccer,outdoor,Artificial Turf,DAREBIN
DAREBI11832,-37.758733,144.98685,Mayer Park,NA,Normanby,Avenue,THORNBURY,3071,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11832,-37.758733,144.98685,Mayer Park,NA,Normanby,Avenue,THORNBURY,3071,Soccer,outdoor,Grass,DAREBIN
DAREBI11836,-37.758619,144.984296,Northcote Golf Course,143,Normanby,Avenue,THORNBURY,3071,Golf,outdoor,9 Hole Course - Public,DAREBIN
DAREBI11292,-37.7595,145.0275,Northcote Indoor Sports,338,Mansfield,street,THORNBURY,3071,Cricket,indoor,NA,DAREBIN
DAREBI11292,-37.7595,145.0275,Northcote Indoor Sports,338,Mansfield,street,THORNBURY,3071,Futsal,indoor,NA,DAREBIN
DAREBI11292,-37.7595,145.0275,Northcote Indoor Sports,338,Mansfield,street,THORNBURY,3071,Netball,indoor,NA,DAREBIN
DAREBI11292,-37.7595,145.0275,Northcote Indoor Sports,338,Mansfield,street,THORNBURY,3071,Volleyball,indoor,NA,DAREBIN
DAREBI11843,-37.752729,144.996406,Sir Doug Nicholls Reserve,NA,Watt,Street,THORNBURY,3071,Football,outdoor,Grass,DAREBIN
DAREBI11843,-37.752729,144.996406,Sir Doug Nicholls Reserve,NA,Watt,Street,THORNBURY,3071,Netball,outdoor,NA,DAREBIN
DAREBI11849,-37.763038,144.997151,Thornbury Church of Christ Tennis Club,NA,Spencer,Street,THORNBURY,3071,Tennis,outdoor,Clay,DAREBIN
DAREBI11795,-37.749556,144.982529,A H Capp Reserve,2,Halwyn,Crescent,PRESTON,3072,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11795,-37.749556,144.982529,A H Capp Reserve,2,Halwyn,Crescent,PRESTON,3072,Football,outdoor,Grass,DAREBIN
DAREBI11795,-37.749556,144.982529,A H Capp Reserve,2,Halwyn,Crescent,PRESTON,3072,Playground,outdoor,,DAREBIN
DAREBI11795,-37.749556,144.982529,A H Capp Reserve,2,Halwyn,Crescent,PRESTON,3072,Soccer,outdoor,Grass,DAREBIN
DAREBI11803,-37.731075,145.037462,CH Sullivan Reserve,NA,Blake,Street,PRESTON,3072,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11803,-37.731075,145.037462,CH Sullivan Reserve,NA,Blake,Street,PRESTON,3072,Playground,outdoor,NA,DAREBIN
DAREBI11803,-37.731075,145.037462,CH Sullivan Reserve,NA,Blake,Street,PRESTON,3072,Rugby Union,outdoor,NA,DAREBIN
DAREBI11811,-37.731145,144.986893,Dunstan Park Tennis,NA,Dunstan,Street,PRESTON,3072,Tennis,outdoor,NA,DAREBIN
DAREBI11815,-37.744019,145.009979,G H Mott Reserve,NA,Bell,Street,PRESTON,3072,Soccer,outdoor,Grass,DAREBIN
DAREBI11818,-37.74866,145.020144,H L T Oulten Reserve,NA,Albert,Street,PRESTON,3072,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11818,-37.74866,145.020144,H L T Oulten Reserve,NA,Albert,Street,PRESTON,3072,Soccer,outdoor,Grass,DAREBIN
DAREBI11819,-37.741479,144.996053,H P Zwar Reserve,NA,Jessie,Street,PRESTON,3072,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11819,-37.741479,144.996053,H P Zwar Reserve,NA,Jessie,Street,PRESTON,3072,Netball,outdoor,NA,DAREBIN
DAREBI11819,-37.741479,144.996053,H P Zwar Reserve,NA,Jessie,Street,PRESTON,3072,Tennis,outdoor,NA,DAREBIN
DAREBI11837,-37.74,145.008,Northside Boxing Gym,25-27,Townhall,Avenue,PRESTON,3072,Boxing,indoor,NA,DAREBIN
DAREBI11840,-37.741399,145.001043,Preston City Oval,NA,Cramer,Street,PRESTON,3072,Cricket,outdoor,Turf Pitch,DAREBIN
DAREBI11840,-37.741399,145.001043,Preston City Oval,NA,Cramer,Street,PRESTON,3072,Football,outdoor,Grass,DAREBIN
DAREBI11846,-37.741627,145.025251,T W Blake Reserve,NA,Murray,Road,PRESTON,3072,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11846,-37.741627,145.025251,T W Blake Reserve,NA,Murray,Road,PRESTON,3072,Football,outdoor,Grass,DAREBIN
DAREBI11805,-37.748424,145.008709,T.A Cochrane Reserve,NA,Collier,Street,PRESTON,3072,Tennis,outdoor,Clay,DAREBIN
DAREBI11850,-37.748012,144.982024,W H Robinson Reserve,NA,Halwyn,Crescent,WEST PRESTON,3072,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11850,-37.748012,144.982024,W H Robinson Reserve,NA,Halwyn,Crescent,WEST PRESTON,3072,Football,outdoor,Grass,DAREBIN
DAREBI11850,-37.748012,144.982024,W H Robinson Reserve,NA,Halwyn,Crescent,WEST PRESTON,3072,Soccer,outdoor,Grass,DAREBIN
DAREBI11851,-37.733472,145.023488,WR Ruthven Reserve,NA,Albert,Street,PRESTON,3072,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11851,-37.733472,145.023488,WR Ruthven Reserve,NA,Albert,Street,PRESTON,3072,Football,outdoor,Grass,DAREBIN
DAREBI11851,-37.733472,145.023488,WR Ruthven Reserve,NA,Albert,Street,PRESTON,3072,Tennis,outdoor,Clay,DAREBIN
DAREBI11797,-37.694323,145.014523,AMF Keon Park,16-18,Keon,Parade,KEON PARK,3073,Ten Pin Bowling,indoor,NA,WHITTLESEA
DAREBI11799,-37.705333,144.981807,B. T. Connors Reserve,NA,Broadhurst,Avenue,RESERVOIR,3073,Soccer,outdoor,Grass,DAREBIN
DAREBI11806,-37.72203,144.997474,Crispe Park,NA,Coleman,Crescent,RESERVOIR,3073,Football,outdoor,Grass,DAREBIN
DAREBI11808,-37.721381,145.030317,Darebin Community Sports Stadium,857,Plenty,Road,RESERVOIR,3073,Badminton,indoor,NA,DAREBIN
DAREBI11808,-37.721381,145.030317,Darebin Community Sports Stadium,857,Plenty,Road,RESERVOIR,3073,Basketball,indoor,NA,DAREBIN
DAREBI11808,-37.721381,145.030317,Darebin Community Sports Stadium,857,Plenty,Road,RESERVOIR,3073,Fitness / Gymnasium Workouts,indoor,NA,DAREBIN
DAREBI11808,-37.721381,145.030317,Darebin Community Sports Stadium,857,Plenty,Road,RESERVOIR,3073,Gymnastics,indoor,NA,DAREBIN
DAREBI11808,-37.721381,145.030317,Darebin Community Sports Stadium,857,Plenty,Road,RESERVOIR,3073,Netball,indoor,NA,DAREBIN
DAREBI11808,-37.721381,145.030317,Darebin Community Sports Stadium,857,Plenty,Road,RESERVOIR,3073,Netball,indoor,NA,DAREBIN
DAREBI11808,-37.721381,145.030317,Darebin Community Sports Stadium,857,Plenty,Road,RESERVOIR,3073,Volleyball,indoor,NA,DAREBIN
DAREBI11808,-37.721381,145.030317,Darebin Community Sports Stadium,857,Plenty,Road,RESERVOIR,3073,Wheelchair Sports,indoor,NA,DAREBIN
DAREBI11810,-37.702782,145.026796,DR Atkinson Reserve,NA,Argyle,Street,RESERVOIR,3073,Soccer,outdoor,NA,DAREBIN
DAREBI11812,-37.714426,144.993643,Edwardes Lake Park,NA,Griffiths,Street,RESERVOIR,3073,Athletics,outdoor,NA,DAREBIN
DAREBI11812,-37.714426,144.993643,Edwardes Lake Park,NA,Griffiths,Street,RESERVOIR,3073,BMX,outdoor,NA,DAREBIN
DAREBI11812,-37.714426,144.993643,Edwardes Lake Park,NA,Griffiths,Street,RESERVOIR,3073,Skating,outdoor,NA,DAREBIN
DAREBI11816,-37.72533,145.005512,GE Robinson Park,NA,High,Street,RESERVOIR,3073,Tennis,outdoor,Clay,DAREBIN
DAREBI11821,-37.701694,145.019655,I W Dole Reserve,NA,Dole,Avenue,RESERVOIR,3073,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11821,-37.701694,145.019655,I W Dole Reserve,NA,Dole,Avenue,RESERVOIR,3073,Soccer,outdoor,Grass,DAREBIN
DAREBI11822,-37.69972,145.014616,J C Donath Reserve,NA,Harmer,Street,RESERVOIR,3073,BMX,outdoor,NA,DAREBIN
DAREBI11822,-37.69972,145.014616,J C Donath Reserve,NA,Harmer,Street,RESERVOIR,3073,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11822,-37.69972,145.014616,J C Donath Reserve,NA,Harmer,Street,RESERVOIR,3073,Football,outdoor,Grass,DAREBIN
DAREBI11822,-37.69972,145.014616,J C Donath Reserve,NA,Harmer,Street,RESERVOIR,3073,Skating,outdoor,NA,DAREBIN
DAREBI11822,-37.69972,145.014616,J C Donath Reserve,NA,Harmer,Street,RESERVOIR,3073,Soccer,outdoor,NA,DAREBIN
DAREBI11822,-37.69972,145.014616,J C Donath Reserve,NA,Harmer,Street,RESERVOIR,3073,Tennis,outdoor,NA,DAREBIN
DAREBI11823,-37.71701,144.993858,J E Moore Reserve,NA,Spratling,Street,RESERVOIR,3073,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11823,-37.71701,144.993858,J E Moore Reserve,NA,Spratling,Street,RESERVOIR,3073,Football,outdoor,Grass,DAREBIN
DAREBI11827,-37.701083,145.020205,Keon Park Youth Club & Community Hall,NA,Dole,Avenue,KEON PARK,3073,Basketball,indoor,NA,DAREBIN
DAREBI11827,-37.701083,145.020205,Keon Park Youth Club & Community Hall,NA,Dole,Avenue,KEON PARK,3073,Volleyball,outdoor,NA,DAREBIN
DAREBI11829,-37.721355,145.031251,KP Hardiman Reserve,NA,Plenty,Road,RESERVOIR,3073,Hockey,outdoor,NA,DAREBIN
DAREBI11830,-37.697187,144.988672,L E Cotchin Reserve,NA,Massey,Avenue,RESERVOIR,3073,Cricket,outdoor,Synthetic Pitch,DAREBIN
DAREBI11831,-37.711987,144.991767,Lakeview Tennis Club,NA,Leamington,Street,RESERVOIR,3073,Netball,outdoor,NA,DAREBIN
DAREBI11831,-37.711987,144.991767,Lakeview Tennis Club,NA,Leamington,Street,RESERVOIR,3073,Tennis,outdoor,NA,DAREBIN
DAREBI11842,-37.716632,145.018316,Reservoir Leisure Centre,NA,Cuthbert,Road,RESERVOIR,3073,Aerobics,indoor,NA,DAREBIN
DAREBI11842,-37.716632,145.018316,Reservoir Leisure Centre,NA,Cuthbert,Road,RESERVOIR,3073,Fitness / Gymnasium Workouts,indoor,NA,DAREBIN
DAREBI11842,-37.716632,145.018316,Reservoir Leisure Centre,NA,Cuthbert,Road,RESERVOIR,3073,Swimming,indoor,25m Pool - Indoor,DAREBIN
DAREBI11842,-37.716632,145.018316,Reservoir Leisure Centre,NA,Cuthbert,Road,RESERVOIR,3073,Swimming,outdoor,"25m Pool - Outdoor, Recreation / Play Water Space, Rehabilitation Pool, Spa/Sauna, Toddlers Pool",DAREBIN
DAREBI11847,-37.695615,145.012,The Fitness Club,49,Johnson,Street,KEON PARK,3073,Squash / Racquetball,indoor,NA,DAREBIN
DAREBI5128,-37.716296,145.017419,TW Andrews Park,NA,Fordham,Street,PRESTON,3073,Cycling,outdoor,Outdoor Velodrome,DAREBIN
WHITTL9554,-37.670957,144.997786,Barry Road Tennis Courts,28,Barry,Road,THOMASTOWN,3074,Tennis,outdoor,Plexipave,WHITTLESEA
WHITTL9553,-37.683549,144.989355,HR Uren Reserve,NA,Victorian,Drive,THOMASTOWN,3074,Soccer,outdoor,Grass,WHITTLESEA
WHITTL9556,-37.677647,145.006076,Main Street Reserve,NA,Main,Street,THOMASTOWN,3074,Cricket,outdoor,Synthetic Pitch,WHITTLESEA
WHITTL9556,-37.677647,145.006076,Main Street Reserve,NA,Main,Street,THOMASTOWN,3074,Football,outdoor,Grass,WHITTLESEA
WHITTL9558,-37.681034,145.026921,Nick Ascenzo Reserve,NA,Alexander,Avenue,THOMASTOWN,3074,Open Space,outdoor,NA,WHITTLESEA
WHITTL9552,-37.672757,144.989574,RGC Cook Reserve,NA,Robinvale,Avenue,THOMASTOWN,3074,Soccer,outdoor,Grass,WHITTLESEA
WHITTL9557,-37.675237,145.007927,Thomas Street Reserve,NA,Thomas,Street,THOMASTOWN,3074,Soccer,outdoor,Grass,WHITTLESEA
WHITTL9559,-37.682325,145.040022,Thomastown East Reserve,NA,Leslie,Street,THOMASTOWN,3074,Cricket,outdoor,Synthetic Pitch,WHITTLESEA
WHITTL9559,-37.682325,145.040022,Thomastown East Reserve,NA,Leslie,Street,THOMASTOWN,3074,Soccer,outdoor,Grass,WHITTLESEA
WHITTL9559,-37.682325,145.040022,Thomastown East Reserve,NA,Leslie,Street,THOMASTOWN,3074,Tennis,outdoor,"Artificial Turf, Clay",WHITTLESEA
WHITTL9560,-37.688605,145.003372,Thomastown Indoor Sports,29,Strong,Avenue,THOMASTOWN,3074,Cricket,indoor,NA,WHITTLESEA
WHITTL9560,-37.688605,145.003372,Thomastown Indoor Sports,29,Strong,Avenue,THOMASTOWN,3074,Futsal,indoor,NA,WHITTLESEA
WHITTL9560,-37.688605,145.003372,Thomastown Indoor Sports,29,Strong,Avenue,THOMASTOWN,3074,Netball,outdoor,NA,WHITTLESEA
WHITTL9560,-37.688605,145.003372,Thomastown Indoor Sports,29,Strong,Avenue,THOMASTOWN,3074,Volleyball,indoor,NA,WHITTLESEA
WHITTL9555,-37.677647,145.006076,Thomastown Recreation & Aquatic Centre,54,Main,Street,THOMASTOWN,3074,Aerobics,indoor,NA,WHITTLESEA
WHITTL9555,-37.677647,145.006076,Thomastown Recreation & Aquatic Centre,54,Main,Street,THOMASTOWN,3074,Boxing,indoor,NA,WHITTLESEA
WHITTL9555,-37.677647,145.006076,Thomastown Recreation & Aquatic Centre,54,Main,Street,THOMASTOWN,3074,Fitness / Gymnasium Workouts,indoor,NA,WHITTLESEA
WHITTL9555,-37.677647,145.006076,Thomastown Recreation & Aquatic Centre,54,Main,Street,THOMASTOWN,3074,Netball,indoor,NA,WHITTLESEA
WHITTL9555,-37.677647,145.006076,Thomastown Recreation & Aquatic Centre,54,Main,Street,THOMASTOWN,3074,Swimming,indoor,"25m Pool - Indoor, Program Pool, Rehabilitation Pool, Spa/Sauna",WHITTLESEA
WHITTL9535,-37.661901,145.008795,Huskisson Reserve,NA,Huskisson,Avenue,LALOR,3075,Cricket,outdoor,Synthetic Pitch,WHITTLESEA
WHITTL9535,-37.661901,145.008795,Huskisson Reserve,NA,Huskisson,Avenue,LALOR,3075,Football,outdoor,Grass,WHITTLESEA
WHITTL9535,-37.661901,145.008795,Huskisson Reserve,NA,Huskisson,Avenue,LALOR,3075,Rugby League,outdoor,NA,WHITTLESEA
WHITTL9535,-37.661901,145.008795,Huskisson Reserve,NA,Huskisson,Avenue,LALOR,3075,Tennis,outdoor,Synthetic,WHITTLESEA
WHITTL9537,-37.665988,145.022917,Lalor Reserve and Bowling club,NA,Gordon,Street,LALOR,3075,Cricket,outdoor,Synthetic Pitch,WHITTLESEA
WHITTL9537,-37.665988,145.022917,Lalor Reserve and Bowling club,NA,Gordon,Street,LALOR,3075,Football,outdoor,Grass,WHITTLESEA
WHITTL9537,-37.665988,145.022917,Lalor Reserve and Bowling club,NA,Gordon,Street,LALOR,3075,Lawn Bowls,outdoor,NA,WHITTLESEA
WHITTL9537,-37.665988,145.022917,Lalor Reserve and Bowling club,NA,Gordon,Street,LALOR,3075,Tennis,outdoor,Hard Court,WHITTLESEA
WHITTL9536,-37.662124,145.023178,Partridge recreation reserve,NA,Partridge,street,LALOR,3075,Soccer,outdoor,Grass,WHITTLESEA
WHITTL9538,-37.667846,145.037033,W.A Smith Reserve,190,Darebin,Drive,LALOR,3075,Cricket,outdoor,Synthetic Pitch,WHITTLESEA
WHITTL9538,-37.667846,145.037033,W.A Smith Reserve,190,Darebin,Drive,LALOR,3075,Football,outdoor,Grass,WHITTLESEA
WHITTL9534,-37.6688,144.984175,Whittlesea Public Gardens,NA,Barry,Road,LALOR,3075,Basketball,outdoor,Asphalt,WHITTLESEA
WHITTL5579,-37.638391,145.019204,Casa D'Abruzzo,55,Oherns,Road,EPPING,3076,Tennis,outdoor,Hard Court,WHITTLESEA
WHITTL9523,-37.64352,145.020916,Duffy Street Reserve,87,Duffy,Street,EPPING,3076,Soccer,outdoor,Grass,WHITTLESEA
WHITTL9525,-37.639162,145.02391,Epping Recreation Reserve,861,High,Street,EPPING,3076,Cricket,outdoor,Synthetic Pitch,WHITTLESEA
WHITTL9525,-37.639162,145.02391,Epping Recreation Reserve,861,High,Street,EPPING,3076,Football,outdoor,Grass,WHITTLESEA
WHITTL9525,-37.639162,145.02391,Epping Recreation Reserve,861,High,Street,EPPING,3076,Tennis,outdoor,Synthetic,WHITTLESEA
WHITTL9525,-37.639162,145.02391,Epping Recreation Reserve,861,High,Street,EPPING,3076,Tennis,outdoor,Plexipave,WHITTLESEA
WHITTL9524,-37.624731,145.026123,Epping Soccer Stadium,NA,Epping,Road,EPPING,3076,Soccer,outdoor,Artificial Turf,WHITTLESEA
WHITTL9524,-37.624731,145.026123,Epping Soccer Stadium,NA,Epping,Road,EPPING,3076,Soccer,outdoor,Grass,WHITTLESEA
WHITTL9531,-37.649827,145.023759,Epping Squash and Fitness Centre,69,Coulstock,Street,EPPING,3076,Aerobics,indoor,NA,WHITTLESEA
WHITTL9531,-37.649827,145.023759,Epping Squash and Fitness Centre,69,Coulstock,Street,EPPING,3076,Fitness / Gymnasium Workouts,indoor,NA,WHITTLESEA
WHITTL9531,-37.649827,145.023759,Epping Squash and Fitness Centre,69,Coulstock,Street,EPPING,3076,Martial Arts,indoor,NA,WHITTLESEA
WHITTL9531,-37.649827,145.023759,Epping Squash and Fitness Centre,69,Coulstock,Street,EPPING,3076,Squash / Racquetball,indoor,NA,WHITTLESEA
WHITTL11465,-37.647452,145.012763,Gymsports Academy of Movement,5,Gipps,Court,EPPING,3076,Gymnastics,indoor,NA,WHITTLESEA
WHITTL9530,-37.647829,145.018148,Leisure City Epping,41-53,Miller,Street,EPPING,3076,Basketball,outdoor,NA,WHITTLESEA
WHITTL9530,-37.647829,145.018148,Leisure City Epping,41-53,Miller,Street,EPPING,3076,Cricket,indoor,NA,WHITTLESEA
WHITTL9530,-37.647829,145.018148,Leisure City Epping,41-53,Miller,Street,EPPING,3076,Fitness / Gymnasium Workouts,indoor,NA,WHITTLESEA
WHITTL9530,-37.647829,145.018148,Leisure City Epping,41-53,Miller,Street,EPPING,3076,Futsal,indoor,NA,WHITTLESEA
WHITTL9530,-37.647829,145.018148,Leisure City Epping,41-53,Miller,Street,EPPING,3076,Netball,indoor,NA,WHITTLESEA
WHITTL9530,-37.647829,145.018148,Leisure City Epping,41-53,Miller,Street,EPPING,3076,Swimming,indoor,NA,WHITTLESEA
WHITTL9530,-37.647829,145.018148,Leisure City Epping,41-53,Miller,Street,EPPING,3076,Tennis,outdoor,NA,WHITTLESEA
WHITTL9526,-37.649765,145.039175,Lowalde recreation reserve,NA,Lowalde,Drive,EPPING,3076,Cricket,outdoor,Synthetic,WHITTLESEA
WHITTL9527,-37.646185,145.058027,Meadowglen reserve & International Athletics Stadium,156-176,McDonalds,Road,EPPING,3076,Athletics,outdoor,Synthetic,WHITTLESEA
WHITTL9527,-37.646185,145.058027,Meadowglen reserve & International Athletics Stadium,156-176,McDonalds,Road,EPPING,3076,Cricket,outdoor,Synthetic Pitch,WHITTLESEA
WHITTL9527,-37.646185,145.058027,Meadowglen reserve & International Athletics Stadium,156-176,McDonalds,Road,EPPING,3076,Skating,outdoor,NA,WHITTLESEA
